1148,-94.5
1149,-18.8
1150,-26.5
1151,-61.7
1152,-91.5
1153,-72.5
1154,-31.7
1155,-43
1156,-38.5
1157,-84.5
1158,-81
1159,-48.5
1160,-36
1161,-64
1162,-94.5
1163,-98
1164,-93
1165,-64.4
1166,-72.5
1167,-60.4
1168,-61.5
1169,-69.5
1170,-60.3
1171,-43
1172,-90.5
1173,-78.4
1174,-87.5
1175,-90.9
1176,-67
1177,-88
1178,-7.5
1179,-61.3
1180,-91
1181,-99.5
1182,-57
1183,-94.5
1184,-78.7
1185,-15.4
1186,-10.5
1187,-50
1188,-96.5
1189,-77.2
1190,-98.5
1191,-90.5
1192,-64.2
1193,-42.8
1194,-61.5
1195,-81.5
1196,-79.9
1197,-71
1198,-86.5
1199,-10.1
1200,22
1201,-83.5
1202,-54.6
1203,-89
1204,-77
1205,-77.5
1206,-84.5
1207,-56.4
1208,-55
1209,-88.5
1210,-84.5
1211,-76.5
1212,-55
1213,-87.5
1214,-77
1215,-101
1216,-73
1217,-74
1218,-90.5
1219,-94.5
1220,-83
1221,-88
1222,-83
1223,-87
1224,-92.5
1225,-101
1226,-101
1227,-101
1228,-53.7
1229,-39.5
1230,-85
1231,-89.5
1232,-89
1233,-61.5
1234,-87
1235,-51.4
1236,-52
1237,-70.4
1238,-23
1239,9
1240,-93
1241,-54.3
1242,-80.7
1243,-78
1244,-47.9
1245,-52
1246,-32.5
1247,-90.5
1248,-98
1249,-101
1250,-91.5
1251,-87.5
1252,-91
1253,-97.5
1254,-98
1255,-90.5
1256,-99.5
1257,-93
1258,-91
1259,-81.5
1260,-88
1261,18
1262,-86.5
1263,-87
1264,-96.5
1265,-99.5
1266,-98
1267,-101
1268,-93
1269,-101
1270,-87.2
1271,-101
1272,-98
1273,-93
1274,-98
1275,-99.5
1276,-99.5
1277,-98
1278,-101
1279,-98
1280,-88
1281,-101
1282,-86
1283,-93.5
1284,-28.7
1285,-55.7
1286,-45
1287,-76
1288,-91
1289,-73.8
1290,-87.5
1291,-80
1292,-72
1293,-88.7
1294,-90.5
1295,-41.3
1296,-93.5
1297,-89
1298,-96.5
1299,-94
1300,-94.5
1301,-86.2
1302,-88
1303,-86.5
1304,-92.5
1305,10
1306,-90
1307,-92.5
1308,-90
1309,-87.5
1310,-6.8
1311,-62.5
1312,-67
1313,-91
1314,-47.2
1315,-59
1316,-96
1317,-90
1318,-101
1319,-101
1320,-84
1321,-96
1322,-92.5
1323,-87.5
1324,-5.1
1325,-91
1326,-98
1327,-101
