episode,reward
1,495.0000000000008
2,397.00000000000074
3,362.2000000000007
4,611.8000000000008
5,418.80000000000075
6,618.3000000000009
7,553.6000000000007
8,583.4000000000007
9,489.6000000000009
10,449.00000000000085
11,524.0000000000008
12,570.2000000000007
13,622.6000000000007
14,593.0000000000008
15,526.1000000000006
16,509.8000000000007
17,689.0000000000007
18,447.70000000000067
19,496.80000000000086
20,651.3000000000008
21,660.3000000000008
22,527.2000000000007
23,551.2000000000007
24,472.9000000000006
25,888.4000000000007
26,596.5000000000008
27,570.8000000000008
28,485.80000000000075
29,579.8000000000009
30,477.8000000000007
31,564.5000000000009
32,70.73000000000009
33,-0.14500000000000005
34,-0.14500000000000005
35,366.00000000000074
36,518.9000000000007
37,504.40000000000083
38,716.1000000000008
39,566.7000000000007
40,504.1000000000007
41,635.4000000000008
42,606.9000000000007
43,611.6000000000007
44,473.6000000000006
45,480.0000000000008
46,471.4000000000007
47,514.8000000000008
48,454.2000000000007
49,498.4000000000007
50,489.80000000000075
51,524.0000000000007
52,424.0000000000007
53,382.4000000000007
54,531.8000000000006
55,358.8000000000007
56,478.8000000000008
57,558.2000000000007
58,527.6000000000008
59,570.5000000000008
60,241.10000000000082
61,-61.000000000000206
62,-59.0000000000002
63,74.70000000000002
64,433.0000000000007
65,615.8000000000006
66,491.2000000000008
